"ID";"Vakantiekenmerken";"Perioden";"Totaal_1";"Auto_2";"TreinAutoslaaptrein_3";"Touringcar_4";"Vliegtuig_5";"OverigeVervoermiddelen_6";"GeorganiseerdeReisPerAuto_7";"GeorganiseerdeReisPerTouringcar_8";"GeorganiseerdeReisPerVliegtuig_9";"GeorganiseerdeReisMetOverigVervoer_10";"NietGeorganiseerdeReizen_11"
"670";" 84";"2012JJ00";"    3338";"    1612";"      76";"     122";"    1441";"      86";"     718";"     122";"    1419";"     143";"     936"
"671";" 84";"2013JJ00";"    3342";"    1629";"      56";"     112";"    1436";"     110";"     735";"     108";"    1408";"     138";"     952"
"672";" 84";"2014JJ00";"    3277";"    1614";"      50";"     108";"    1399";"     106";"     700";"     108";"    1369";"     131";"     970"
"673";" 84";"2015JJ00";"    3418";"    1539";"      50";"     107";"    1639";"      84";"     777";"     107";"    1604";"     102";"     829"
"674";" 84";"2016JJ00";"    2890";"    1359";"      34";"     144";"    1282";"      71";"     671";"     142";"    1263";"      75";"     739"
"675";" 85";"2002JJ00";"    4183";"    3148";"     100";"     174";"     635";"     125";"     772";"     174";"     617";"     141";"    2479"
"676";" 85";"2003JJ00";"    4306";"    3003";"      95";"     233";"     869";"     106";"     803";"     233";"     860";"     153";"    2257"
"677";" 85";"2004JJ00";"    4267";"    2962";"      91";"     163";"     933";"     115";"    1216";"     163";"     927";"     173";"    1789"
"678";" 85";"2005JJ00";"    4199";"    2861";"      69";"     168";"     997";"     104";"    1170";"     168";"     987";"     132";"    1742"
"679";" 85";"2006JJ00";"    4546";"    3139";"      62";"     164";"    1078";"     103";"    1315";"     164";"    1065";"     127";"    1875"
"680";" 85";"2007JJ00";"    4653";"    3026";"      87";"     178";"    1260";"     102";"    1327";"     178";"    1244";"     139";"    1764"
"681";" 85";"2008JJ00";"    4965";"    3233";"      93";"     186";"    1367";"      96";"    1230";"     186";"    1349";"     145";"    2064"
"682";" 85";"2009JJ00";"    4942";"    3209";"      85";"     163";"    1373";"     113";"    1320";"     163";"    1344";"     168";"    1947"
"683";" 85";"2010JJ00";"    5314";"    3444";"     110";"     183";"    1476";"     100";"    1394";"     183";"    1449";"     171";"    2117"
"684";" 85";"2011JJ00";"    5191";"    3237";"     105";"     174";"    1496";"     179";"    1450";"     174";"    1478";"     234";"    1856"
"685";" 85";"2012JJ00";"    5130";"    3263";"      88";"     120";"    1553";"     106";"    1489";"     120";"    1528";"     181";"    1812"
"686";" 85";"2013JJ00";"    5107";"    3316";"     115";"     111";"    1435";"     130";"    1408";"     111";"    1408";"     189";"    1991"
"687";" 85";"2014JJ00";"    5035";"    3110";"      82";"     142";"    1590";"     112";"    1383";"     142";"    1572";"     175";"    1764"
"688";" 85";"2015JJ00";"    4911";"    3097";"     116";"     100";"    1504";"      93";"    1544";"     100";"    1469";"     170";"    1627"
"689";" 85";"2016JJ00";"    5104";"    3324";"      71";"      87";"    1513";"     109";"    1669";"      87";"    1491";"     134";"    1724"
"690";" 86";"2002JJ00";"    1167";"     551";"      24";"     110";"     452";"      30";"     181";"     110";"     443";"      43";"     390"
"691";" 86";"2003JJ00";"    1234";"     553";"      41";"      86";"     522";"      32";"     176";"      86";"     517";"      67";"     388"
"692";" 86";"2004JJ00";"    1365";"     618";"      26";"      75";"     629";"      17";"     280";"      75";"     625";"      41";"     346"
"693";" 86";"2005JJ00";"    1375";"     600";"      24";"      88";"     644";"      19";"     226";"      85";"     639";"      39";"     387"
"694";" 86";"2006JJ00";"    1261";"     565";"      20";"      76";"     585";"      16";"     201";"      76";"     577";"      33";"     375"
"695";" 86";"2007JJ00";"    1312";"     597";"      22";"      89";"     583";"      21";"     227";"      89";"     580";"      31";"     385"
"696";" 86";"2008JJ00";"    1419";"     577";"      24";"      88";"     715";"      13";"     259";"      88";"     705";"      33";"     332"
"697";" 86";"2009JJ00";"    1223";"     524";"      27";"      69";"     572";"      31";"     215";"      69";"     555";"      46";"     338"
"698";" 86";"2010JJ00";"     976";"     377";"      23";"      44";"     498";"      34";"     166";"      44";"     497";"      40";"     230"
"699";" 86";"2011JJ00";"    1149";"     437";"      19";"      57";"     613";"      22";"     215";"      57";"     613";"      37";"     226"
"700";" 86";"2012JJ00";"    1214";"     492";"       8";"      44";"     621";"      49";"     240";"      44";"     619";"      53";"     259"
"701";" 86";"2013JJ00";"    1226";"     459";"      10";"      49";"     677";"      31";"     252";"      49";"     671";"      41";"     213"
"702";" 86";"2014JJ00";"    1297";"     527";"      21";"      61";"     648";"      41";"     275";"      61";"     644";"      53";"     265"
"703";" 86";"2015JJ00";"    1408";"     531";"      20";"      77";"     740";"      40";"     265";"      77";"     734";"      55";"     277"
"704";" 86";"2016JJ00";"    1115";"     439";"      12";"      39";"     605";"      21";"     251";"      39";"     591";"      32";"     202"
